building_name,timestamp,month,kwh
A_block,2024-01-01 00:00:00,1,32.4
A_block,2024-01-01 08:00:00,1,29.1
A_block,2024-01-01 16:00:00,1,41.8
A_block,2024-01-02 00:00:00,1,33.7
A_block,2024-01-02 08:00:00,1,30.5
A_block,2024-01-02 16:00:00,1,44.2
A_block,2024-01-03 00:00:00,1,31.6
A_block,2024-01-03 08:00:00,1,28.7
A_block,2024-01-03 16:00:00,1,42.9
A_block,2024-01-04 00:00:00,1,35.2
A_block,2024-01-04 08:00:00,1,29.8
A_block,2024-01-04 16:00:00,1,43.6
A_block,2024-01-05 00:00:00,1,34.1
A_block,2024-01-05 08:00:00,1,28.9
A_block,2024-01-05 16:00:00,1,45.1
A_block,2024-01-06 00:00:00,1,33.4
A_block,2024-01-06 08:00:00,1,27.6
A_block,2024-01-06 16:00:00,1,46.3
A_block,2024-01-07 00:00:00,1,34.9
A_block,2024-01-07 08:00:00,1,29.3
A_block,2024-01-07 16:00:00,1,44.7
A_block,2024-01-08 00:00:00,1,32.5
A_block,2024-01-08 08:00:00,1,27.8
A_block,2024-01-08 16:00:00,1,47.4
A_block,2024-01-09 00:00:00,1,33.8
A_block,2024-01-09 08:00:00,1,28.4
A_block,2024-01-09 16:00:00,1,46.2
A_block,2024-01-10 00:00:00,1,34.6
A_block,2024-01-10 08:00:00,1,30.1
A_block,2024-01-10 16:00:00,1,45.9
